UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
455868,,,,,,,,18.0,,6.0,,,,,,2.0,2.0,,,,,,,7.0,,
455877,,,,,,,,30.0,,12.0,,,,,,4.0,3.0,,,,,,5.0,,1.0,
455886,,,,,,,,10.0,,7.0,,,,,,,,0.0,,,,,,1.0,,
455895,,,,,,,,13.0,,9.0,,,,,,2.0,,,,,,,,1.0,,
455901,,,,,,,,34.0,,12.0,,,,,,6.0,1.0,,,,,,3.0,12.0,,
455910,,,,,,,,5.0,,,,,,,,,,,,,,,,5.0,,
455929,,,,,,,,7.0,,4.0,,,,,,,1.0,,,,,,,1.0,,
455947,,,,,,,,14.0,,7.0,,,,,,1.0,1.0,,,,,,1.0,4.0,0.0,
455956,,,,,,,,18.0,,7.0,,,,,,1.0,,,,,,1.0,,9.0,,
455965,,,,,,,,18.0,,8.0,,,,,,3.0,1.0,,,,,,3.0,3.0,,
455974,,,,,,,,32.0,,11.0,,,,,,5.0,1.0,,,,,,,3.0,,
455983,,,,,,,,34.0,,13.0,,,,,,3.0,4.0,1.0,0.0,,,0.0,,5.0,,
455992,,,,,,,,66.0,,28.0,,,,,,18.0,4.0,2.0,1.0,,,,1.0,9.0,,
456001,,,,,,,,13.0,,5.0,,,,,,2.0,2.0,,,,,,,4.0,,
456010,,,,,,,,12.0,,9.0,,,,,,1.0,,,,,,,,,,
456029,,,,,,,,16.0,,7.0,,,,,,2.0,3.0,,,,,,1.0,3.0,,
456038,,,,,,,,24.0,,12.0,,,,,,1.0,,,,,,,,8.0,,
456056,,,,,,,,54.0,,31.0,,,,,,7.0,,,8.0,,,,,2.0,,
456065,,,,,,,,29.0,,13.0,,,,,,4.0,2.0,,,,,4.0,4.0,,,
456074,,,,,,,,35.0,,18.0,,,,,,1.0,3.0,,,,,5.0,3.0,1.0,,
456092,,,,,,,,11.0,,6.0,,,,,,2.0,2.0,,,,,,,1.0,,
456126,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
456135,,,,,,,,10.0,,7.0,,,,,,1.0,,,,,,,,1.0,,
456144,,,,,,,,13.0,,3.0,,,,,,3.0,,,,,,5.0,1.0,1.0,,
456153,,,,,,,,15.0,,5.0,,,,,,2.0,1.0,,,,,,1.0,6.0,,
456180,,,,,,,,39.0,,25.0,,,,,,6.0,,,,,,,,6.0,,
456205,,,,,,,,45.0,,29.0,,,,,,4.0,1.0,,,,,,5.0,5.0,,
456214,,,,,,,,54.0,,11.0,,,,,,3.0,3.0,1.0,2.0,16.0,,7.0,5.0,1.0,2.0,
456287,,,,,,,,12.0,,6.0,,,,,,1.0,,,,,,,,4.0,,
456296,,,,,,,,51.0,,37.0,,,,,,2.0,4.0,,,,,,,,,
456302,,,,,,,,13.0,,7.0,,,,,,1.0,2.0,,,,,,,1.0,,
456320,,,,,,,,36.0,,22.0,,,,,,7.0,1.0,,,,,1.0,3.0,1.0,1.0,
456339,,,,,,,,31.0,,16.0,,,,,,6.0,1.0,,,,,2.0,5.0,1.0,,
456348,,,,,,,,671.0,,367.0,,,,,,36.0,1.0,,,,,,,264.0,,
456357,,,,,,,,36.0,,22.0,,,,,,5.0,7.0,,,,,,2.0,,,
456366,,,,,,,,29.0,,9.0,,,,,,10.0,2.0,,,,,,4.0,2.0,,
456375,,,,,,,,24.0,,12.0,,,,,,4.0,1.0,,,,,,4.0,1.0,,
456393,,,,,,,,34.0,,12.0,,,,,,3.0,1.0,1.0,,,,,,16.0,,
456409,,,,,,,,15.0,,10.0,,,,,,3.0,,,,,,,,1.0,,
456418,,,,,,,,29.0,,11.0,,,,,,5.0,,1.0,,,,,,11.0,,
456427,,,,,,,,24.0,,6.0,,,,,,4.0,,1.0,,,,,,12.0,,
456436,,,,,,,,47.0,,20.0,,,,,,7.0,2.0,1.0,,,,,,15.0,,
456445,,,,,,,,44.0,,17.0,,,,,,7.0,2.0,2.0,,,,,,14.0,,
456454,,,,,,,,41.0,,24.0,,,,,,9.0,,,,,,,2.0,5.0,,
456481,,,,,,,,17.0,,7.0,,,,,,2.0,,,,,,,,1.0,,
456490,,,,,,,,29.0,,13.0,,,,,,1.0,,1.0,,,,,3.0,5.0,2.0,
456506,,,,,,,,15.0,,8.0,,,,,,3.0,,,,,,,,1.0,,
456515,,,,,,,,17.0,,9.0,,,,,,3.0,,,,,,,,1.0,,
456542,,,,,,,,149.0,,41.0,8.0,,,,,38.0,7.0,10.0,,,,8.0,,18.0,,
456551,,,,,,,,9.0,,4.0,,,,,,5.0,,,,,,,,,,
456560,,,,,,,,24.0,,10.0,,,,,,1.0,,1.0,1.0,,,5.0,,5.0,,1.0
456588,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,
456597,,,,,,,,7.0,,5.0,,,,,,,,,,,,,1.0,1.0,,
456612,,,,,,,,54.0,,20.0,,,,,,14.0,,,,,,,,18.0,,
456621,,,,,,,,10.0,,5.0,,,,,,,,,,,,,2.0,1.0,,
456719,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,
456728,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
456737,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
456746,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
456755,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
456764,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,
456773,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
456782,,,,,,,,17.0,,8.0,,,,,,5.0,,,,,,,,2.0,,
456791,,,,,,,,52.0,,21.0,,,,,,10.0,,,,,,,,19.0,,
456807,,,,,,,,21.0,,11.0,,,,,,3.0,,,,,,,,2.0,,
456816,,,,,,,,19.0,,9.0,,,,,,3.0,,,,,,,,2.0,,
456825,,,,,,,,12.0,,6.0,,,,,,1.0,2.0,,,,,,2.0,1.0,,
456834,,,,,,,,15.0,,4.0,,,,,,6.0,,,,,,,,2.0,,
456861,,,,,,,,21.0,,10.0,,,,,,3.0,1.0,,1.0,,,1.0,,5.0,,
456922,,,,,,,,26.0,,11.0,,,,,,3.0,3.0,,,,,1.0,4.0,4.0,,
456931,,,,,,,,29.0,,14.0,,,,,,4.0,3.0,,,,,,4.0,3.0,,
456940,,,,,,,,27.0,,13.0,,,,,,2.0,3.0,,,,,,3.0,1.0,,
456959,,,,,,,,92.0,,36.0,,,,,,7.0,14.0,7.0,15.0,,,,,11.0,,
456968,,,,,,,,32.0,,16.0,,,,,,7.0,1.0,,,,,,,6.0,,
456977,,,,,,,,23.0,,9.0,,,,,,1.0,,2.0,,,,1.0,,2.0,,
457004,,,,,,,,13.0,,7.0,,,,,,1.0,,,,,,,3.0,2.0,,
457022,,,,,,,,22.0,,11.0,,,,,,1.0,,1.0,,,,,,2.0,,
457031,,,,,,,,7.0,,4.0,,,,,,1.0,1.0,,,,,,1.0,,,
457077,,,,,,,,29.0,,15.0,,,,,,1.0,,,,,,,4.0,9.0,,
457086,,,,,,,,30.0,,14.0,,,,,,,,,,,,,,16.0,,
457101,,,,,,,,29.0,,10.0,,,,,,9.0,,,,,,,,2.0,,
457110,,,,,,,,32.0,,19.0,,,,,,7.0,,,,,,,,2.0,,
457129,,,,,,,,104.0,,53.0,,,,,,13.0,1.0,2.0,,,,,,8.0,,
457174,,,,,,,,36.0,,15.0,,,,,,6.0,1.0,1.0,,,,4.0,3.0,5.0,,
457183,,,,,,,,14.0,,9.0,,,,,,2.0,1.0,,,,,,1.0,1.0,,
457192,,,,,,,,14.0,,5.0,,,,,,2.0,2.0,,,,,,,4.0,,1.0
457208,,,,,,,,8.0,,3.0,,,,,,2.0,,,,,,3.0,,0.0,,
457226,,,,,,,,4.0,,2.0,,,,,,1.0,0.0,,,,,,,,,
457244,,,,,,,,10.0,,4.0,,,,,,2.0,2.0,,,,,,1.0,1.0,,
457253,,,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,1.0,,
457271,,,,,,,,14.0,,7.0,,,,,,6.0,1.0,,,,,,,0.0,,
457299,,,,,,,,14.0,,3.0,,,,,,5.0,,,0.0,,,,,5.0,0.0,
457314,,,,,,,,31.0,,9.0,,,,,,4.0,2.0,,2.0,,,,4.0,4.0,,
457323,,,,,,,,35.0,,16.0,,,,,,2.0,,,,,,5.0,5.0,1.0,,
457332,,,,,,,,4.0,,2.0,,,,,,1.0,0.0,,,,,,,1.0,,
457341,,,,,,,,20.0,,12.0,,,,,,3.0,,,,,,,,2.0,,
457350,,,,,,,,12.0,,7.0,,,,,,0.0,0.0,,,,,,,1.0,,
457378,,,,,,,,22.0,,10.0,,,,,,1.0,,,3.0,,,3.0,,4.0,,
457387,,,,,,,,53.0,,26.0,,,,,,4.0,,,,,,1.0,,13.0,,
457396,,,,,,,,9.0,,5.0,,,,,,2.0,1.0,,,,,,,1.0,,
457402,,,,,,,,19.0,,7.0,,,,,,4.0,2.0,,,,,,,2.0,0.0,
457411,,,,,,,,34.0,,14.0,,,,,,6.0,,,,,,,,14.0,,
457420,,,,,,,,18.0,,10.0,,,,,,3.0,,,,,,,,4.0,,
457439,,,,,,,,10.0,,6.0,,,,,,1.0,1.0,,,,,,,1.0,,
457448,,,,,,,,16.0,,7.0,,,,,,5.0,2.0,,,,,,,,,
457466,,,,,,,,10.0,,6.0,,,,,,,1.0,,,,,,,2.0,1.0,
457475,,,,,,,,21.0,,11.0,,,,,,2.0,1.0,,,,,,2.0,4.0,,
457484,,,,,,,,16.0,,8.0,,,,,,1.0,2.0,1.0,0.0,,,,,2.0,,
457493,,,,,,,,3.0,,1.0,,,,,,,1.0,,,,,,,,,
457509,,,,,,,,3.0,,1.0,,,,,,1.0,,,,,,,,1.0,,
457527,,,,,,,,41.0,,22.0,,,,,,5.0,1.0,,,,,1.0,,2.0,,
457536,,,,,,,,36.0,,13.0,,,,,,7.0,1.0,0.0,,,,,,11.0,,
457545,,,,,,,,17.0,,7.0,,,,,,3.0,,,,,,,2.0,6.0,,
457554,,,,,,,,6.0,,4.0,,,,,,2.0,,,,,,,,,,
457563,,,,,,,,20.0,,12.0,,,,,,0.0,1.0,,,,,,5.0,,,
457572,,,,,,,,10.0,,5.0,,,,,,,3.0,,,,,,,2.0,,
457581,,,,,,,,29.0,,12.0,,,,,,7.0,,,2.0,,,,,8.0,,
457590,,,,,,,,7.0,,3.0,,,,,,1.0,,,,,,,,2.0,,0.0
457606,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,2.0,,
457615,,,,,,,,9.0,,4.0,,,,,,1.0,1.0,0.0,0.0,,,0.0,,1.0,0.0,
457624,,,,,,,,11.0,,5.0,,,,,,,,,,5.0,,,,1.0,,
457633,,,,,,,,20.0,,10.0,,,,,,3.0,1.0,,,,,,,3.0,,
457642,,,,,,,,3.0,,2.0,,,,,,0.0,0.0,,,,,,,,,
457651,,,,,,,,19.0,,7.0,,,,,,2.0,2.0,1.0,,,,,,4.0,,
457679,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,0.0,,
457688,,,,,,,,78.0,,49.0,,,,,,5.0,4.0,1.0,,,,,8.0,1.0,,
457697,,,,,,,,13.0,,7.0,,,,,,3.0,0.0,1.0,,,,,,1.0,,
457703,,,,,,,,5.0,,3.0,,,,,,1.0,,,,,,,,,,
457721,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
457730,,,,,,,,13.0,,7.0,,,,,,,,,,,,,,3.0,,
457749,,,,,,,,13.0,,6.0,,,,,,2.0,,,,,,,,4.0,,
457758,,,,,,,,39.0,,23.0,,,,,,3.0,4.0,,,,,,,8.0,,
457767,,,,,,,,39.0,,10.0,,,,,,4.0,2.0,,,,,,15.0,8.0,,
457776,,,,,,,,12.0,,5.0,,,,,,2.0,1.0,,,,,,1.0,2.0,,
457785,,,,,,,,14.0,,8.0,,,,,,,2.0,0.0,,,,,,2.0,,
457794,,,,,,,,15.0,,8.0,,,,,,1.0,2.0,,,0.0,,,,2.0,,
457800,,,,,,,,11.0,,6.0,,,,,,,,,,,,,,5.0,,
457819,,,,,,,,168.0,,26.0,,,,,,23.0,7.0,3.0,2.0,,,63.0,,11.0,,
457828,,,,,,,,11.0,,3.0,,,,,,1.0,1.0,0.0,,,,,1.0,2.0,1.0,
457837,,,,,,,,15.0,,7.0,,,,,,2.0,1.0,,,,,,3.0,1.0,0.0,
457846,,,,,,,,11.0,,4.0,,,,,,1.0,1.0,,,,,,,2.0,,
457855,,,,,,,,14.0,,6.0,,,,,,2.0,2.0,,,,,,1.0,3.0,,
457864,,,,,,,,20.0,,8.0,,,,,,7.0,1.0,,,,,,1.0,2.0,,
457873,,,,,,,,30.0,,21.0,,,,,,1.0,1.0,,,,,,,4.0,,
457891,,,,,,,,8.0,,5.0,,,,,,2.0,,,,,,,,1.0,,
457916,,,,,,,,11.0,,5.0,,,,,,1.0,2.0,,1.0,,,,2.0,,,
457925,,,,,,,,8.0,,5.0,,,,,,2.0,0.0,,,,,,,1.0,,
457943,,,,,,,,56.0,,31.0,,,,,,3.0,,2.0,,1.0,,5.0,,8.0,,
457952,,,,,,,,19.0,,10.0,,,,,,1.0,2.0,,,,,,1.0,4.0,,
457961,,,,,,,,4.0,,3.0,,,,,,,,,,,,,,0.0,,
457989,,,,,,,,6.0,,3.0,,,,,,1.0,1.0,,,,,,,1.0,,
457998,,,,,,,,8.0,,4.0,,,,,,,2.0,,,,,,,1.0,,
458007,,,,,,,,12.0,,4.0,,,,,,2.0,2.0,,,,,,,1.0,,
458016,,,,,,,,18.0,,3.0,,,,,,2.0,3.0,0.0,1.0,1.0,,1.0,,2.0,0.0,
458034,,,,,,,,8.0,,4.0,,,,,,2.0,1.0,,,,,1.0,,,,
458043,,,,,,,,10.0,,5.0,,,,,,1.0,2.0,,,,,,1.0,1.0,,
458052,,,,,,,,5.0,,2.0,,,,,,1.0,1.0,,,,,,,,,
458061,,,,,,,,14.0,,3.0,,,,,,1.0,2.0,1.0,,,,1.0,0.0,2.0,1.0,
458070,,,,,,,,22.0,,13.0,,,,,,1.0,1.0,,,,,,,2.0,,
458098,,,,,,,,9.0,,4.0,,,,,,1.0,1.0,,,,,,,3.0,,
458104,,,,,,,,8.0,,2.0,,,,,,3.0,1.0,,,,,,,,,
458113,,,,,,,,10.0,,6.0,,,,,,,,,,,,,,1.0,,
458122,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,
458131,,,,,,,,36.0,,21.0,,,,,,2.0,2.0,,,,,,1.0,6.0,3.0,
458140,,,,,,,,10.0,,6.0,,,,,,1.0,1.0,,,,,,,2.0,,
458159,,,,,,,,26.0,,10.0,,,,,,3.0,1.0,,2.0,,,3.0,,6.0,,
458168,,,,,,,,18.0,,8.0,,,,,,2.0,2.0,,,,,,,3.0,,
458177,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
458186,,,,,,,,19.0,,5.0,,,,,,5.0,,,6.0,,,,,,,
458195,,,,,,,,7.0,,2.0,,,,,,1.0,,,,,,,1.0,2.0,,
458210,,,,,,,,150.0,,85.0,,,,,,14.0,6.0,,5.0,3.0,,2.0,,28.0,1.0,
458229,,,,,,,,106.0,,59.0,,,,,,12.0,3.0,,6.0,2.0,,,,20.0,1.0,
458256,,,,,,,,72.0,,37.0,,,,,,11.0,,1.0,10.0,,,1.0,,2.0,,
458265,,,,,,,,57.0,,16.0,,,,,,3.0,,,2.0,,,8.0,,10.0,2.0,
458274,,,,,,,,31.0,,15.0,,,,,,5.0,,,,,,,3.0,8.0,,
458283,,,,,,,,38.0,,21.0,,,,,,6.0,,,8.0,,,,,,,
458292,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
458317,,,,,,,,4.0,,3.0,,,,,,1.0,,,,,,,,,,
458326,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
458335,,,,,,,,6.0,,5.0,,,,,,1.0,,,,,,,,,,
458344,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
458353,,,,,,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,
458362,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,,,
458380,,,,,,,,24.0,,12.0,,,,,,1.0,,,,,,,,2.0,,
458399,,,,,,,,7.0,,2.0,,,,,,,,,,,,,,4.0,,
458405,,,,,,,,64.0,,39.0,,,,,,5.0,2.0,,,,,,7.0,10.0,,
458423,,,,,,,,6.0,,2.0,,,,,,1.0,,,,,,,,0.0,,
458432,,,,,,,,27.0,,9.0,,,,,,5.0,,,,,,1.0,,1.0,,
458441,,,,,,,,40.0,,22.0,,,,,,5.0,2.0,,,1.0,,,6.0,4.0,,
458469,,,,,,,,88.0,,47.0,,,,,,13.0,,1.0,4.0,1.0,,,5.0,13.0,,
458478,,,,,,,,28.0,,14.0,,,,,,3.0,,,,,,,4.0,3.0,1.0,
458496,,,,,,,,61.0,,26.0,,,,,,8.0,1.0,,,,,,,21.0,,
458502,,,,,,,,40.0,,13.0,,,,,,4.0,1.0,1.0,13.0,,,,1.0,4.0,,
458557,,,,,,,,41.0,,24.0,,,,,,3.0,,,,,,,,,,
458575,,,,,,,,32.0,,8.0,,,,,,6.0,3.0,,2.0,1.0,,2.0,,5.0,1.0,
458593,,,,,,,,50.0,,24.0,,,,,,9.0,,1.0,11.0,,,1.0,,,,
458681,,,,,,,,20.0,,8.0,,,,,,4.0,2.0,,,,,,2.0,1.0,,
458690,,,,,,,,17.0,,5.0,,,,,,4.0,,,5.0,,,,,,,
458706,,,,,,,,18.0,,9.0,,,,,,5.0,,,3.0,,,,,,,
458733,,,,,,,,27.0,,13.0,,,,,,5.0,,,,,,,,2.0,,
458742,,,,,,,,18.0,,10.0,,,,,,3.0,,,,,,,,,,
458751,,,,,,,,20.0,,10.0,,,,,,2.0,,,,,,,,2.0,,
458760,,,,,,,,23.0,,12.0,,,,,,5.0,,,,,,,,1.0,,
458779,,,,,,,,16.0,,9.0,,,,,,4.0,,,,,,,,1.0,,
458803,,,,,,,,12.0,,8.0,,,,,,2.0,,,,,,,,1.0,,
458812,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
458821,,,,,,,,7.0,,4.0,,,,,,1.0,,,,,,,,1.0,,
458830,,,,,,,,12.0,,7.0,,,,,,2.0,,,,,,,,1.0,,
458849,,,,,,,,9.0,,6.0,,,,,,1.0,,,,,,,,1.0,,
458858,,,,,,,,11.0,,7.0,,,,,,2.0,,,,,,,,1.0,,
458867,,,,,,,,17.0,,11.0,,,,,,2.0,,,,,,,,2.0,,
458885,,,,,,,,14.0,,8.0,,,,,,1.0,,,,,,,2.0,1.0,,
458919,,,,,,,,179.0,,95.0,,,,,,16.0,,0.0,,,,,29.0,11.0,,
458955,,,,,,,,16.0,,9.0,,,,,,2.0,,,,,,,1.0,1.0,,
458964,,,,,,,,54.0,,27.0,,,,,,6.0,,0.0,,,,,8.0,5.0,,
458973,,,,,,,,93.0,,44.0,,,,,,9.0,,,,,,,15.0,6.0,,
458982,,,,,,,,86.0,,46.0,,,,,,10.0,1.0,,,,,,,26.0,,
458991,,,,,,,,21.0,,12.0,,,,,,4.0,,,,,,,,2.0,,
459000,,,,,,,,9.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
459019,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
459037,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
459046,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
459055,,,,,,,,11.0,,6.0,,,,,,2.0,,,,,,,,1.0,,
459064,,,,,,,,8.0,,5.0,,,,,,1.0,,,,,,,,1.0,,
459073,,,,,,,,6.0,,3.0,,,,,,1.0,,,,,,,,1.0,,
459082,,,,,,,,269.0,,231.0,,,,,,4.0,1.0,,4.0,,,,,,,
459091,,,,,,,,21.0,,8.0,,,,,,1.0,,,,,,,,1.0,,
459107,,,,,,,,50.0,,22.0,,,,,,6.0,1.0,2.0,12.0,,,1.0,1.0,2.0,,
459116,,,,,,,,16.0,,8.0,,,,,,2.0,,,,,,,2.0,4.0,,
459125,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,
459134,,,,,,,,9.0,,4.0,,,,,,2.0,1.0,,,,,,,1.0,,
459143,,,,,,,,7.0,,4.0,,,,,,1.0,1.0,,,,,,,1.0,,
459161,,,,,,,,14.0,,1.0,,,,,,4.0,1.0,,,5.0,,,,2.0,,
459170,,,,,,,,35.0,,16.0,,,,,,7.0,1.0,,1.0,,,1.0,1.0,3.0,,
459189,,,,,,,,12.0,,6.0,,,,,,,1.0,,,,,,,2.0,,
459198,,,,,,,,25.0,,10.0,,,,,,2.0,,,,,,,5.0,8.0,,
459204,,,,,,,,225.0,,93.0,,,,,,8.0,24.0,11.0,1.0,,,,34.0,9.0,,
459213,,,,,,,,152.0,,66.0,,,,,,16.0,8.0,3.0,,,,,,18.0,,
459222,,,,,,,,14.0,,2.0,,,,,,1.0,,,,3.0,,1.0,4.0,3.0,,
459231,,,,,,,,23.0,,9.0,,,,,,1.0,,,,,,4.0,6.0,,,
459259,,,,,,,,74.0,,37.0,,,,,,18.0,,,,,,,,18.0,,
459268,,,,,,,,87.0,,47.0,,,,,,20.0,,,,,,1.0,,18.0,1.0,
459277,,,,,,,,41.0,,22.0,,,,,,3.0,,,,,,,5.0,6.0,,
459286,,,,,,,,32.0,,15.0,,,,,,2.0,,,,,,,7.0,6.0,1.0,
459295,,,,,,,,11.0,,5.0,,,,,,3.0,1.0,,,,,,,2.0,,
459301,,,,,,,,14.0,,6.0,,,,,,5.0,1.0,,,,,,0.0,1.0,,
459310,,,,,,,,10.0,,3.0,,,,,,2.0,1.0,,,,,,,2.0,,
459329,,,,,,,,42.0,,15.0,,,,,,2.0,2.0,,,1.0,,9.0,,3.0,,
459338,,,,,,,,10.0,,4.0,,,,,,,2.0,,,,,,,4.0,,
459347,,,,,,,,6.0,,2.0,,,,,,1.0,,,,,,,,2.0,,
459356,,,,,,,,41.0,,16.0,,,,,,7.0,1.0,1.0,,,,1.0,4.0,10.0,,
459365,,,,,,,,3.0,,1.0,,,,,,,2.0,,,,,,,,,
459374,,,,,,,,14.0,,7.0,,,,,,,,,,,,6.0,,1.0,,
459392,,,,,,,,14.0,,8.0,,,,,,2.0,1.0,,,,,,,3.0,,
459408,,,,,,,,9.0,,5.0,,,,,,1.0,,,,,,,,2.0,,
459417,,,,,,,,18.0,,6.0,,,,,,4.0,1.0,,1.0,,,,,1.0,,
459426,,,,,,,,14.0,,4.0,,,,,,3.0,1.0,,,,,,1.0,,0.0,
459435,,,,,,,,12.0,,3.0,,,,,,1.0,,,1.0,,,,,1.0,,
459444,,,,,,,,9.0,,2.0,,,,,,2.0,2.0,,1.0,,,0.0,,2.0,,
459462,,,,,,,,16.0,,5.0,,,,,,2.0,1.0,,,,,,1.0,7.0,,
459471,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
459480,,,,,,,,6.0,,2.0,,,,,,3.0,1.0,,,,,,,,,
459499,,,,,,,,5.0,,4.0,,,,,,1.0,,,,,,,,1.0,,
459514,,,,,,,,8.0,,4.0,,,,,,1.0,,,,,,1.0,,1.0,,
459523,,,,,,,,8.0,,4.0,,,,,,1.0,1.0,,,,,0.0,,1.0,0.0,
459532,,,,,,,,13.0,,4.0,,,,,,2.0,2.0,,1.0,,,1.0,0.0,2.0,,
459541,,,,,,,,7.0,,3.0,,,,,,,1.0,,,,,,,2.0,,
459550,,,,,,,,20.0,,12.0,,,,,,2.0,1.0,,,,,,,4.0,,
459578,,,,,,,,14.0,,6.0,,,,,,3.0,1.0,,,,,1.0,2.0,,,
459587,,,,,,,,34.0,,13.0,,,,,,6.0,1.0,1.0,,,,,,12.0,,
459596,,,,,,,,48.0,,28.0,,,,,,5.0,,1.0,,,,,,13.0,,
459602,,,,,,,,29.0,,16.0,,,,,,4.0,,1.0,,,,,,6.0,,
459611,,,,,,,,30.0,,15.0,,,,,,4.0,,1.0,,,,,,9.0,,
459639,,,,,,,,44.0,,16.0,,,,,,6.0,1.0,1.0,,,,,,20.0,,
459648,,,,,,,,11.0,,5.0,,,,,,2.0,,1.0,,,,,,2.0,,
459657,,,,,,,,33.0,,13.0,,,,,,4.0,,1.0,,,,,,14.0,,
459666,,,,,,,,34.0,,16.0,,,,,,6.0,1.0,1.0,,,,,,9.0,,
459675,,,,,,,,24.0,,8.0,,,,,,4.0,,1.0,,,,,,10.0,,
459709,,,,,,,,32.0,,10.0,,,,,,6.0,1.0,1.0,,,,,,12.0,,
459718,,,,,,,,43.0,,16.0,,,,,,7.0,1.0,1.0,,,,,,16.0,,
459727,,,,,,,,62.0,,44.0,1.0,,,,,3.0,1.0,1.0,,,,1.0,,2.0,,
459736,,,,,,,,289.0,,137.0,,,,,,25.0,10.0,12.0,6.0,7.0,,29.0,1.0,56.0,2.0,
459745,,,,,,,,33.0,,15.0,,,,,,4.0,1.0,1.0,1.0,,,,3.0,1.0,,
459824,,,,,,,,242.0,,112.0,2.0,,,,,29.0,3.0,9.0,4.0,4.0,,17.0,,52.0,3.0,
459842,,,,,,,,36.0,,24.0,,,,,,2.0,,,,,,,,3.0,,
459851,,,,,,,,18.0,,8.0,,,,,,1.0,,,,,,,,3.0,,
459949,,,,,,,,347.0,,142.0,,,,,,21.0,30.0,18.0,42.0,,,14.0,,44.0,,
459958,,,,,,,,27.0,,16.0,,,,,,1.0,1.0,,,,,,7.0,2.0,,
459967,,,,,,,,38.0,,14.0,,,,,,4.0,3.0,,,,,1.0,11.0,1.0,,
459985,,,,,,,,36.0,,15.0,,,,,,3.0,2.0,,,,,1.0,10.0,1.0,,
459994,,,,,,,,905.0,,297.0,,,,,,236.0,65.0,30.0,5.0,,,,54.0,94.0,,
460002,,,,,,,,13.0,,4.0,,,,,,,,,,,,4.0,,4.0,,
460011,,,,,,,,13.0,,8.0,,,,,,1.0,,,,,,,,1.0,,
460020,,,,,,,,51.0,,31.0,,,,,,3.0,3.0,,,,,,5.0,3.0,,
460039,,,,,,,,47.0,,19.0,,,,,,11.0,,,,,,,,14.0,,
460048,,,,,,,,47.0,,19.0,,,,,,12.0,,,,,,,,14.0,,
460057,,,,,,,,6.0,,2.0,,,,,,3.0,1.0,,,,,,,,,
460066,,,,,,,,13.0,,5.0,,,,,,1.0,2.0,,,,,1.0,,2.0,,
460075,,,,,,,,28.0,,5.0,,,,,,3.0,5.0,,,,,,,13.0,,
460093,,,,,,,,15.0,,7.0,,,,,,3.0,,,,,,,,1.0,,
460109,,,,,,,,15.0,,9.0,,,,,,3.0,,,,,,,,1.0,,
460118,,,,,,,,16.0,,8.0,,,,,,3.0,,,,,,,,1.0,,
460127,,,,,,,,15.0,,7.0,,,,,,3.0,,,,,,,,1.0,,
460136,,,,,,,,60.0,,41.0,,,,,,2.0,,,,,,,,10.0,,
460145,,,,,,,,18.0,,4.0,,,,,,1.0,1.0,0.0,,,,,2.0,1.0,,
460172,,,,,,,,48.0,,23.0,,,,,,5.0,4.0,,,,,1.0,6.0,7.0,,
460181,,,,,,,,66.0,,27.0,,,,,,13.0,4.0,,,,,,9.0,11.0,,
460190,,,,,,,,37.0,,9.0,,,,,,13.0,3.0,,,,,,5.0,5.0,,
460206,,,,,,,,49.0,,18.0,,,,,,11.0,3.0,,,,,,6.0,8.0,,
460215,,,,,,,,34.0,,19.0,,,,,,4.0,,,8.0,,,1.0,,,,
